ID,Образовательная организация,Профессия,Выпуск,Трудоустроены ,Трудоустроены по специальности,Индивидуальные предприниматели,Самозанятые,Продолжили обучение,Служба в ВС РФ,Служба по контракту,Декрет,Неформальная занятость,Зарегистрированы в ЦЗН в качестве безработных,Не имеют мотивации к трудоустройству,Иные причины нахождения под риском нетрудоустройства,Смерть; тяжелое состояние здоровья,Находятся под следствием; отбывают наказание ,Переезд за пределы РФ,Не могут трудоустраиваться в связи с семейными обстоятельствами,Выпускники из числа иностранных граждан; которые не имеют СНИЛС,Иное,будут трудоустроены,будут осуществлять предприни-мательскую деятельность,будут самозанятыми,будут призваны в армию,будут в армии на контрактной основе,будут продолжать обучение
660,ГАПОУ СО Уральский политехнический колледж - Межрегиональный центр компетенций,38.02.03 Операционная деятельность в логистике,69,53,43,0,0,4,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,ГАПОУ СО Уральский политехнический колледж - Межрегиональный центр компетенций,38.02.07 Банковское дело,42,36,22,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,ГАПОУ СО Уральский политехнический колледж - Межрегиональный центр компетенций,40.02.01 Право и организация социального обеспечения,53,38,27,0,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,ГАПОУ СО Уральский политехнический колледж - Межрегиональный центр компетенций,40.02.03 Право и судебное администрирование,36,20,17,0,0,10,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
664,ГАПОУ СО Уральский радиотехнический колледж им.А.С.Попова,09.02.01 Компьютерные системы и комплексы,40,27,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,ГАПОУ СО Уральский радиотехнический колледж им.А.С.Попова,09.02.02 Компьютерные сети,27,18,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,ГАПОУ СО Уральский радиотехнический колледж им.А.С.Попова,09.02.03 Программирование в компьютерных системах,29,22,12,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,ГАПОУ СО Уральский радиотехнический колледж им.А.С.Попова,09.02.04 Информационные системы (по отраслям),22,15,8,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,ГАПОУ СО Уральский радиотехнический колледж им.А.С.Попова,09.02.05 Прикладная информатика (по отраслям),19,11,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,ГАПОУ СО Уральский радиотехнический колледж им.А.С.Попова,10.02.03 Информационная безопасность автоматизированных систем,19,9,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,ГАПОУ СО Уральский радиотехнический колледж им.А.С.Попова,11.02.01 Радиоаппаратостроение,57,40,14,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,ГАПОУ СО Уральский радиотехнический колледж им.А.С.Попова,11.02.02 Техническое обслуживание и ремонт радиоэлектронной техники (по отраслям),47,28,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,ГАПОУ СО Уральский радиотехнический колледж им.А.С.Попова,38.02.03 Операционная деятельность в логистике,44,31,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,ГАПОУ СО Уральский радиотехнический колледж им.А.С.Попова,54.02.01 Дизайн (по отраслям),19,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,ГАПОУ СО Уральский радиотехнический колледж им.А.С.Попова,09.02.02 Компьютерные сети,14,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,ГАПОУ СО Уральский радиотехнический колледж им.А.С.Попова,38.02.03 Операционная деятельность в логистике,19,10,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,ГАПОУ СО Уральский радиотехнический колледж им.А.С.Попова,40.02.01 Право и организация социального обеспечения,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,ГАПОУ СО Уральский радиотехнический колледж им.А.С.Попова,09.02.04 Информационные системы (по отраслям),22,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,ГАПОУ СО Уральский радиотехнический колледж им.А.С.Попова,38.02.03 Операционная деятельность в логистике,19,7,0,0,0,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,ГАПОУ СО Уральский техникум автомобильного транспорта и сервиса,23.02.01 Организация перевозок и управление на транспорте (по видам),16,10,5,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,ГАПОУ СО Уральский техникум автомобильного транспорта и сервиса,23.02.03 Техническое обслуживание и ремонт автомобильного транспорта,51,24,21,0,0,0,10,2,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
681,ГАПОУ СО Уральский техникум автомобильного транспорта и сервиса,38.02.03 Операционная деятельность в логистике,51,35,10,0,0,2,7,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,ГАПОУ СО Уральский техникум автомобильного транспорта и сервиса,46.02.01 Документационное обеспечение управления и архивоведение,16,11,6,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,ГАПОУ СО Уральский техникум автомобильного транспорта и сервиса,23.01.03 Автомеханик,87,31,11,0,0,3,36,3,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
684,ГАПОУ СО Уральский техникум автомобильного транспорта и сервиса,23.01.06 Машинист дорожных и строительных машин,17,3,3,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
685,ГАПОУ СО Уральский техникум автомобильного транспорта и сервиса,23.01.07 Машинист крана (крановщик),16,5,0,0,0,0,7,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
686,ГАПОУ СО Уральский техникум автомобильного транспорта и сервиса,38.02.04 Коммерция (по отраслям),4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,ГАПОУ СО Уральский техникум автомобильного транспорта и сервиса,15.02.08 Технология машиностроения,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,ГАПОУ СО Уральский техникум Рифей,20.01.01 Пожарный,24,1,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,ГАПОУ СО Уральский техникум Рифей,20.02.02 Защита в чрезвычайных ситуациях,45,3,3,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,ГАПОУ СО Уральский техникум Рифей,20.02.04 Пожарная безопасность,39,8,8,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,ГАПОУ СО Уральский техникум Рифей,54.01.02 Ювелир,18,7,7,0,0,2,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
692,ГАПОУ СО Уральский техникум Рифей,54.01.14 Резчик,13,5,5,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
693,ГБПОУ СО Качканарский горно-промышленный колледж,15.01.05 Сварщик (ручной и частично механизированной сварки (наплавки),16,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,ГБПОУ СО Качканарский горно-промышленный колледж,19.02.10 Технология продукции общественного питания,14,11,9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
695,ГБПОУ СО Качканарский горно-промышленный колледж,21.02.15 Открытые горные работы,15,2,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,ГБПОУ СО Качканарский горно-промышленный колледж,23.02.06 Техническая эксплуатация подвижного состава железных дорог,20,8,6,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,ГБПОУ СО Красноуфимский педагогический колледж,09.02.05 Прикладная информатика (по отраслям),17,12,10,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,ГБПОУ СО Красноуфимский педагогический колледж,44.02.01 Дошкольное образование,49,40,33,0,0,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,ГБПОУ СО Красноуфимский педагогический колледж,44.02.02 Преподавание в начальных классах,27,25,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,ГБПОУ СО Красноуфимский педагогический колледж,49.02.01 Физическая культура,26,15,10,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,ГБПОУ СО Красноуфимский педагогический колледж,54.02.06 Изобразительное искусство и черчение,23,20,16,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,ГБПОУ СО Серовский металлургический техникум,09.02.02 Компьютерные сети,19,7,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,ГБПОУ СО Серовский металлургический техникум,13.02.11 Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),22,9,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,ГБПОУ СО Серовский металлургический техникум,15.02.01 Монтаж и техническая эксплуатация промышленного оборудования (по отраслям),15,6,5,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,ГБПОУ СО Серовский металлургический техникум,22.02.01 Металлургия черных металлов,26,17,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,ГБПОУ СО Серовский металлургический техникум,23.01.06 Машинист дорожных и строительных машин,20,7,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,ГБПОУ СО Серовский металлургический техникум,23.01.07 Машинист крана (крановщик),20,7,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,ГБПОУ СО Серовский металлургический техникум,23.01.09 Машинист локомотива,18,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,ГБПОУ СО Серовский металлургический техникум,43.01.02 Парикмахер,17,16,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,ГБПОУ «Свердловский областной медицинский колледж»,31.02.01 Лечебное дело,413,339,315,3,8,17,14,0,13,0,0,3,2,1,0,1,5,0, ,2,0,0,3,0,2
711,ГБПОУ «Свердловский областной медицинский колледж»,34.02.01 Сестринское дело,1464,1036,903,19,30,71,78, ,88, ,1,9,7, , ,5,2,8,75,26,3, ,6,0, 
712,ГБПОУ «Свердловский областной медицинский колледж»,31.02.02 Акушерское дело,192,120,92,5, ,10, , ,11, , , , , , ,3, , , ,43, , , , ,0
713,ГБПОУ «Свердловский областной медицинский колледж»,31.02.03 Лабораторная диагностика,98,63,63,8,4,8,1, ,2, , , , , , , , , , ,9, , ,3, ,0
714,ГБПОУ «Свердловский областной медицинский колледж»,31.02.05 Стоматология ортопедическая,149,107,107,1, ,10,8, ,4, , , , , , ,1,3,2, ,12, , ,1, ,0
715,ГБПОУ «Свердловский областной медицинский колледж»,31.02.04 Медицинская оптика,39,30,29, , ,4,4, ,1, , , , , , , , , , , , , , , ,0
716,ГБПОУ «Свердловский областной медицинский колледж»,32.02.01 Медико-профилактическое дело,19,10,10,1,1,3,1, ,1, , , , , , , , , ,2, , , , , ,0
717,ГБПОУ «Свердловский областной медицинский колледж»,34.02.02 Медицинский массаж (для обучения лиц с ограниченными возможностями здоровья по зрению),16,11,11, ,1, , , , , , , ,1,2, ,1, , , , , , , , ,0
718,ГБПОУ «Свердловский областной медицинский колледж»,33.02.01 Фармация,447,417,345, , ,2,2, ,18, , ,2, , , ,3, , , ,3, , , , ,0
719,ГАПОУ СО «Училище олимпийского резерва № 1 (колледж)»,49.02.01 Физическая культура,17,5,4,0,0,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
720,ГАПОУ КСО «Свердловское художественное училище имени И.Д. Шадра»,54.02.01 Дизайн (по отраслям),22,12,11,0,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
721,ГАПОУ КСО «Свердловское художественное училище имени И.Д. Шадра»,54.02.05 Живопись (по видам),35,16,15,0,1,14,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
722,ГБПОУ СО «Асбестовский колледж искусств»,51.02.01 Народное художественное творчество (по видам),12,9,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,ГБПОУ СО «Асбестовский колледж искусств»,53.02.03 Инструментальное исполнительство (по видам инструментов),12,6,6,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
724,ГБПОУ СО «Асбестовский колледж искусств»,53.02.05 Сольное и хоровое народное пение,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,ГБПОУ СО «Асбестовский колледж искусств»,53.02.06 Хоровое дирижирование с присвоением квалификаций хормейстер; преподаватель,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,ГБПОУ СО «Асбестовский колледж искусств»,54.02.01 Дизайн (по отраслям),5,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
727,ГБПОУ СО «Краснотурьинский колледж искусств»,53.02.03 Инструментальное исполнительство (по видам инструментов),12,6,6,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
728,ГБПОУ СО «Краснотурьинский колледж искусств»,53.02.04 Вокальное искусство,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,ГБПОУ СО «Краснотурьинский колледж искусств»,53.02.06 Хоровое дирижирование с присвоением квалификаций хормейстер; преподаватель,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,ГБПОУ СО «Краснотурьинский колледж искусств»,53.02.07 Теория музыки,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,ГБПОУ СО «Краснотурьинский колледж искусств»,54.02.01 Дизайн (по отраслям),11,7,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
732,ГБПОУ СО «Краснотурьинский колледж искусств»,54.02.05 Живопись (по видам),9,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
733,ГБПОУ СО «Краснотурьинский колледж искусств»,54.02.02 Декоративно-прикладное искусство и народные промыслы (по видам),5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
734,ГБПОУ СО «Краснотурьинский колледж искусств»,52.02.04 Актерское искусство,9,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
735,ГБПОУ СО «Краснотурьинский колледж искусств»,51.02.02 Социально-культурная деятельность (по видам),10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,ГБПОУ СО «Нижнетагильский колледж искусств»,53.02.02 Музыкальное искусство эстрады (по видам),6,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,ГБПОУ СО «Нижнетагильский колледж искусств»,53.02.03 Инструментальное исполнительство (по видам инструментов),18,9,9,1,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
738,ГБПОУ СО «Нижнетагильский колледж искусств»,53.02.04 Вокальное искусство,7,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,ГБПОУ СО «Нижнетагильский колледж искусств»,53.02.06 Хоровое дирижирование с присвоением квалификаций хормейстер; преподаватель,8,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,ГБПОУ СО «Нижнетагильский колледж искусств»,53.02.07 Теория музыки,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,ГБПОУ СО «Свердловский мужской хоровой колледж»,53.02.06 Хоровое дирижирование с присвоением квалификаций хормейстер; преподаватель,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,ГБПОУ СО «Свердловский мужской хоровой колледж»,53.02.08 Музыкальное звукооператорское мастерство,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,ГБПОУ СО «Свердловский мужской хоровой колледж»,53.02.04 Вокальное искусство,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,ГБПОУ СО «Свердловское музыкальное училище имени П.И. Чайковского (колледж)»,53.02.03 Инструментальное исполнительство (по видам инструментов),36,33,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,ГБПОУ СО «Свердловское музыкальное училище имени П.И. Чайковского (колледж)»,53.02.04 Вокальное искусство,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,ГБПОУ СО «Свердловское музыкальное училище имени П.И. Чайковского (колледж)»,53.02.06 Хоровое дирижирование с присвоением квалификаций хормейстер; преподаватель,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,ГБПОУ СО «Свердловское музыкальное училище имени П.И. Чайковского (колледж)»,53.02.05 Сольное и хоровое народное пение,11,10,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,ГБПОУ СО «Свердловское музыкальное училище имени П.И. Чайковского (колледж)»,53.02.02 Музыкальное искусство эстрады (по видам),16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,ГБПОУ СО «Уральская специальная музыкальная школа (колледж)»,05.02.03 Метеорология,20,1,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,Уральский филиал ФГБОУ ВО «МГХПА им. С.Г.Строганова»,54.02.01 Дизайн (по отраслям),30,24,16,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,Уральский филиал ФГБОУ ВО «МГХПА им. С.Г.Строганова»,54.02.02 Декоративно-прикладное искусство и народные промыслы (по видам),20,12,9,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,ГБОУПО СО "Камышловское училище-интернат для инвалидов",29.01.03 Сборщик обуви,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,ГБОУПО СО "Камышловское училище-интернат для инвалидов",54.01.03 Фотограф,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
754,Колледж ФГБОУ ВО «Уральский государственный лесотехнический университет» (УГЛТУ),35.02.03 Технология деревообработки,19,13,10,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,Колледж ФГБОУ ВО «Уральский государственный лесотехнический университет» (УГЛТУ),35.02.12 Садово-парковое и ландшафтное строительство,13,5,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,ФГАОУ ВО "УрФУ"; НТИ (филиал) Нижнетагильский машиностроительный техникум,08.02.09 Монтаж; наладка и эксплуатация электрооборудования промышленных и гражданских зданий,14,4,4,0,0,2,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,ФГАОУ ВО "УрФУ"; НТИ (филиал) Нижнетагильский машиностроительный техникум,09.02.01 Компьютерные системы и комплексы,14,6,6,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,ФГАОУ ВО "УрФУ"; НТИ (филиал) Нижнетагильский машиностроительный техникум,15.02.04 Специальные машины и устройства,15,5,5,0,0,3,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,ФГАОУ ВО "УрФУ"; НТИ (филиал) Нижнетагильский машиностроительный техникум,15.02.08 Технология машиностроения,14,6,6,0,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,ФГАОУ ВО "УрФУ"; НТИ (филиал) Нижнетагильский машиностроительный техникум,22.02.03 Литейное производство черных и цветных металлов,8,4,4,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,ФГАОУ ВО "УрФУ"; НТИ (филиал) Нижнетагильский машиностроительный техникум,22.02.06 Сварочное производство,10,4,4,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,ФГБОУ ВО Уральский государственный экономический университет,21.02.05 Земельно-имущественные отношения,52,18,16,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,0,0,11
763,ФГБОУ ВО Уральский государственный экономический университет,38.02.01 Экономика и бухгалтерский учет (по отраслям),37,11,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,9
764,ФГБОУ ВО Уральский государственный экономический университет,38.02.04 Коммерция (по отраслям),100,56,41,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,23
765,ФГБОУ ВО Уральский государственный экономический университет,38.02.07 Банковское дело,68,28,28,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,28
766,ФГБОУ ВО Уральский государственный экономический университет,43.02.11 Гостиничный сервис,52,25,18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,0,10
767,Федеральное государственное автономное образовательное учреждение высшего образования "Российский государственный профессионально-педагогический университет",09.02.04 Информационные системы (по отраслям),17,7,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,Федеральное государственное автономное образовательное учреждение высшего образования "Российский государственный профессионально-педагогический университет",09.02.05 Прикладная информатика (по отраслям),41,21,6,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,Федеральное государственное автономное образовательное учреждение высшего образования "Российский государственный профессионально-педагогический университет",13.02.11 Техническая эксплуатация и обслуживание электрического и электромеханического оборудования (по отраслям),18,6,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,Федеральное государственное автономное образовательное учреждение высшего образования "Российский государственный профессионально-педагогический университет",15.02.07 Автоматизация технологических процессов и производств (по отраслям),21,12,3,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,Федеральное государственное автономное образовательное учреждение высшего образования "Российский государственный профессионально-педагогический университет",15.02.08 Технология машиностроения,13,4,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,Федеральное государственное автономное образовательное учреждение высшего образования "Российский государственный профессионально-педагогический университет",22.02.06 Сварочное производство,24,11,5,0,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,Федеральное государственное автономное образовательное учреждение высшего образования "Российский государственный профессионально-педагогический университет",23.02.03 Техническое обслуживание и ремонт автомобильного транспорта,12,3,0,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,Федеральное государственное автономное образовательное учреждение высшего образования "Российский государственный профессионально-педагогический университет",40.02.01 Право и организация социального обеспечения,28,10,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,Федеральное государственное автономное образовательное учреждение высшего образования "Российский государственный профессионально-педагогический университет",40.02.01 Право и организация социального обеспечения,15,8,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,Федеральное государственное автономное образовательное учреждение высшего образования "Российский государственный профессионально-педагогический университет",44.02.06 Профессиональное обучение (по отраслям),12,4,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,Федеральное государственное автономное образовательное учреждение высшего образования "Российский государственный профессионально-педагогический университет",44.02.06 Профессиональное обучение (по отраслям),7,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,Федеральное государственное автономное образовательное учреждение высшего образования "Российский государственный профессионально-педагогический университет",49.02.01 Физическая культура,44,13,13,0,12,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,ФГБОУ ВО Уральский ГАУ,35.02.15 Кинология,17,10,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,ФГБОУ ВО Уральский ГАУ,23.02.03 Техническое обслуживание и ремонт автомобильного транспорта,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,ФГБОУ ВО Уральский ГАУ,21.02.05 Земельно-имущественные отношения,20,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,ФГБОУ ВО Уральский ГАУ,35.02.06 Технология производства и переработки сельскохозяйственной продукции,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,ФГБОУ ВО Уральский ГАУ,36.02.01 Ветеринария,66,6,6,0,0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,ФГБОУ ВО "Уральский государственный горный университет",08.02.02 Строительство и эксплуатация инженерных сооружений,18,12,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
785,ФГБОУ ВО "Уральский государственный горный университет",20.02.01 Рациональное использование природохозяйственных комплексов,20,5,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,ФГБОУ ВО "Уральский государственный горный университет",20.02.04 Пожарная безопасность,49,11,0,0,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,ФГБОУ ВО "Уральский государственный горный университет",21.02.06 Информационные системы обеспечения градостроительной деятельности,6,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,ФГБОУ ВО "Уральский государственный горный университет",38.02.01 Экономика и бухгалтерский учет (по отраслям),32,15,0,0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
789,ФГБОУ ВО "Уральский государственный горный университет",40.02.02 Правоохранительная деятельность,67,13,0,0,0,18,29,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
790,Колледж ФГБОУ ВО «Уральский государственный университет путей сообщения» (УрГУПС),08.02.10 Строительство железных дорог; путь и путевое хозяйство,42,38,38,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,Колледж ФГБОУ ВО «Уральский государственный университет путей сообщения» (УрГУПС),11.02.06 Техническая эксплуатация транспортного радиоэлектронного оборудования (по видам транспорта),16,10,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,Колледж ФГБОУ ВО «Уральский государственный университет путей сообщения» (УрГУПС),13.02.07 Электроснабжение (по отраслям),50,44,44,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
