ID,Образовательная организация,Профессия,Выпуск,Трудоустроены ,Трудоустроены по специальности,Индивидуальные предприниматели,Самозанятые,Продолжили обучение,Служба в ВС РФ,Служба по контракту,Декрет,Неформальная занятость,Зарегистрированы в ЦЗН в качестве безработных,Не имеют мотивации к трудоустройству,Иные причины нахождения под риском нетрудоустройства,Смерть; тяжелое состояние здоровья,Находятся под следствием; отбывают наказание ,Переезд за пределы РФ,Не могут трудоустраиваться в связи с семейными обстоятельствами,Выпускники из числа иностранных граждан; которые не имеют СНИЛС,Иное,будут трудоустроены,будут осуществлять предприни-мательскую деятельность,будут самозанятыми,будут призваны в армию,будут в армии на контрактной основе,будут продолжать обучение
351,ГАПОУ СО Нижнетагильский государственный профессиональный колледж им. Н. А. Демидова,51.02.02 Социально-культурная деятельность (по видам),19,10,8,1,0,4,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
352,ГАПОУ СО Нижнетагильский государственный профессиональный колледж им. Н. А. Демидова (филиал),38.02.07 Банковское дело,15,9,7,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
353,ГАПОУ СО Нижнетагильский государственный профессиональный колледж им. Н. А. Демидова (филиал),44.02.01 Дошкольное образование,35,27,21,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
354,ГАПОУ СО Нижнетагильский железнодорожный техникум,08.02.10 Строительство железных дорог; путь и путевое хозяйство,25,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,ГАПОУ СО Нижнетагильский железнодорожный техникум,10.02.05 Обеспечение информационной безопасности автоматизированных систем,20,15,8,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,ГАПОУ СО Нижнетагильский железнодорожный техникум,23.01.07 Машинист крана (крановщик),23,8,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,ГАПОУ СО Нижнетагильский железнодорожный техникум,23.01.09 Машинист локомотива,54,35,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,ГАПОУ СО Нижнетагильский железнодорожный техникум,23.01.17 Мастер по ремонту и обслуживанию автомобилей,24,15,8,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,ГАПОУ СО Нижнетагильский железнодорожный техникум,23.02.01 Организация перевозок и управление на транспорте (по видам),37,32,19,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,ГАПОУ СО Нижнетагильский железнодорожный техникум,23.02.05 Эксплуатация транспортного электрооборудования и автоматики (по видам транспорта; за исключением водного),16,14,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,ГАПОУ СО Нижнетагильский железнодорожный техникум,23.02.06 Техническая эксплуатация подвижного состава железных дорог,27,20,12,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,ГАПОУ СО Нижнетагильский железнодорожный техникум,23.02.07 Техническое обслуживание и ремонт двигателей; систем и агрегатов автомобилей,24,17,14,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
363,ГАПОУ СО Нижнетагильский железнодорожный техникум,27.02.03 Автоматика и телемеханика на транспорте (железнодорожном транспорте),25,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,ГАПОУ СО Нижнетагильский железнодорожный техникум,38.02.03 Операционная деятельность в логистике,24,18,13,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,ГАПОУ СО Нижнетагильский педагогический колледж № 1,44.02.01 Дошкольное образование,78,70,46,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,ГАПОУ СО Нижнетагильский педагогический колледж № 1,44.02.02 Преподавание в начальных классах,73,66,57,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,ГАПОУ СО Нижнетагильский педагогический колледж № 1,51.02.02 Социально-культурная деятельность (по видам),18,13,10,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,ГАПОУ СО Нижнетагильский педагогический колледж № 2,38.02.03 Операционная деятельность в логистике,23,4,3,0,0,1,4,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
369,ГАПОУ СО Нижнетагильский педагогический колледж № 2,44.02.03 Педагогика дополнительного образования,18,13,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
370,ГАПОУ СО Нижнетагильский педагогический колледж № 2,44.02.04 Специальное дошкольное образование,69,64,61,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
371,ГАПОУ СО Нижнетагильский педагогический колледж № 2,49.02.01 Физическая культура,52,33,27,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
372,ГАПОУ СО Нижнетагильский строительный колледж,08.02.01 Строительство и эксплуатация зданий и сооружений,52,30,26,0,0,3,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,ГАПОУ СО Нижнетагильский строительный колледж,09.02.04 Информационные системы (по отраслям),31,16,10,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
